ttime,pm1,pm2,pm3,sm,lum,temp,humd,pres
18-07-2022 17:59,0.55,6.7,15.92,7463,4471.75,22.54,88.23,92849.54
18-07-2022 18:04,1.11,6.7,15.92,7463,1485.333333,22.53,87.66,92862.57
18-07-2022 18:09,1.67,6.7,15.92,7353,1485.333333,22.44,87.95,92872.15
18-07-2022 18:14,2.23,6.7,15.92,7463,1485.333333,22.39,88.05,92872.37
18-07-2022 18:19,2.79,6.7,15.92,7576,1485.333333,22.23,88.47,92869.69
18-07-2022 18:24,3.35,6.7,15.92,7463,1485.333333,22.11,88.77,92869.89
18-07-2022 18:29,3.91,6.7,15.92,7353,1485.333333,22,88.81,92864.8
18-07-2022 18:34,4.47,6.7,15.92,7353,1485.333333,21.87,89.58,92872.55
18-07-2022 18:39,5.02,6.7,15.92,7353,1485.333333,21.73,89.88,92873.69
18-07-2022 18:44,5.58,6.7,15.92,7353,1485.333333,21.62,90.18,92892.59
18-07-2022 18:49,6.14,6.7,15.92,7463,1485.333333,21.55,90.33,92898.84
18-07-2022 18:54,6.7,6.7,15.92,7353,1485.333333,21.45,90.76,92911.65
18-07-2022 18:59,0.55,6.7,22.63,7246,1485.333333,21.37,91.11,92907.4
18-07-2022 19:04,1.11,6.7,22.63,7353,18.91666667,21.29,91.13,92907.97
18-07-2022 19:09,1.67,6.7,22.63,7246,18.91666667,21.21,91.31,92926.09
18-07-2022 19:14,2.23,6.7,22.63,7246,18.91666667,21.15,91.61,92930.3
18-07-2022 19:19,2.79,6.7,22.63,7246,18.91666667,21.11,91.13,92918.2
18-07-2022 19:24,3.35,6.7,22.63,7246,18.91666667,21.06,91.49,92918.4
18-07-2022 19:29,3.91,6.7,22.63,7576,18.91666667,21.03,91.93,92923.7
18-07-2022 19:34,4.47,6.7,22.63,7576,18.91666667,20.98,91.95,92915.65
18-07-2022 19:39,5.02,6.7,22.63,7692,18.91666667,20.93,92.19,92919.31
18-07-2022 19:44,5.58,6.7,22.63,7692,18.91666667,20.9,92.67,92923.14
18-07-2022 19:49,6.14,6.7,22.63,7692,18.91666667,20.88,92.87,92933.93
18-07-2022 19:54,6.7,6.7,22.63,7813,18.91666667,20.87,92.79,92931.75
18-07-2022 19:59,0.55,6.7,29.33,7813,18.91666667,20.87,92.56,92937.97
18-07-2022 20:04,1.11,6.7,29.33,7813,4.583333333,20.85,92.48,92950.77
18-07-2022 20:09,1.67,6.7,29.33,7813,4.583333333,20.85,92.27,92957.72
18-07-2022 20:14,2.23,6.7,29.33,7813,4.583333333,20.81,92.72,92962.09
18-07-2022 20:19,2.79,6.7,29.33,7692,4.583333333,20.78,92.98,92976.19
18-07-2022 20:24,3.35,6.7,29.33,7813,4.583333333,20.71,93.26,92992.28
18-07-2022 20:29,3.91,6.7,29.33,7692,4.583333333,20.7,93.62,92990.62
18-07-2022 20:34,4.47,6.7,29.33,7692,4.583333333,20.69,93.75,93000.12
18-07-2022 20:39,5.02,6.7,29.33,7692,4.583333333,20.69,93.82,93009.64
18-07-2022 20:44,5.58,6.7,29.33,7813,4.583333333,20.62,94.06,93008.53
18-07-2022 20:49,6.14,6.7,29.33,7813,4.583333333,20.59,93.92,93009.4
18-07-2022 20:54,6.7,6.7,29.33,7692,4.583333333,20.62,94.04,93024.8
18-07-2022 20:59,0.55,6.7,36.04,7246,4.583333333,20.75,93.37,93025.4
18-07-2022 21:04,1.11,6.7,36.04,7353,5,20.85,93.04,93021.41
18-07-2022 21:09,1.67,6.7,36.04,7246,5,20.84,92.41,93017.37
18-07-2022 21:14,2.23,6.7,36.04,7353,5,20.84,92.79,93025.42
18-07-2022 21:19,2.79,6.7,36.04,7246,5,20.8,93.02,93028.53
18-07-2022 21:24,3.35,6.7,36.04,7353,5,20.78,93.58,93034.56
18-07-2022 21:29,3.91,6.7,36.04,7246,5,20.8,93.08,93043.72
18-07-2022 21:34,4.47,6.7,36.04,7353,5,20.76,93.04,93037.84
18-07-2022 21:39,5.02,6.7,36.04,7463,5,20.65,93.36,93029.39
18-07-2022 21:44,5.58,6.7,36.04,7246,5,20.62,93.51,93028.27
18-07-2022 21:49,6.14,6.7,36.04,7246,5,20.61,93.73,93036.31
18-07-2022 21:54,6.7,6.7,36.04,7353,5,20.54,94.08,93038.44
18-07-2022 21:59,0.55,6.7,42.74,7353,5,20.44,94.23,93044.42
18-07-2022 22:04,1.11,6.7,42.74,7246,4.909090909,20.4,94.39,93059.43
18-07-2022 22:09,1.67,6.7,42.74,7463,4.909090909,20.4,94.66,93061.25
18-07-2022 22:14,2.23,6.7,42.74,7353,4.909090909,20.39,94.83,93058.5
18-07-2022 22:19,2.79,6.7,42.74,7353,4.909090909,20.42,95.21,93057.22
18-07-2022 22:25,3.35,6.7,42.74,7353,4.909090909,20.43,95.21,93060.72
18-07-2022 22:30,3.91,6.7,42.74,7463,4.909090909,20.43,95.2,93061.44
18-07-2022 22:35,4.47,6.7,42.74,7246,4.909090909,20.46,95.31,93065.31
18-07-2022 22:41,5.02,6.7,42.74,7246,4.909090909,20.47,95.5,93067.32
18-07-2022 22:46,5.58,6.7,42.74,7246,4.909090909,20.46,95.52,93062.37
18-07-2022 22:51,6.14,6.7,42.74,7246,4.909090909,20.53,95.48,93071.36
18-07-2022 22:56,6.7,6.7,42.74,7246,4.909090909,20.54,95.24,93056.38
18-07-2022 23:01,0.55,6.7,49.45,7246,5,20.62,95.04,93053.15
18-07-2022 23:06,1.11,6.7,49.45,7353,5,20.63,94.88,93035.22
18-07-2022 23:11,1.67,6.7,49.45,7246,5,20.61,95.25,93039.78
18-07-2022 23:16,2.23,6.7,49.45,7353,5,20.57,95.18,93023.12
18-07-2022 23:21,2.79,6.7,49.45,7353,5,20.54,95.25,93024.72
18-07-2022 23:26,3.35,6.7,49.45,7353,5,20.5,95.31,93031.82
18-07-2022 23:31,3.91,6.7,49.45,7246,5,20.52,95.54,93044.49
18-07-2022 23:36,4.47,6.7,49.45,7246,5,20.59,95.61,93049.82
18-07-2022 23:41,5.02,6.7,49.45,7246,5,20.62,95.27,93048.2
18-07-2022 23:47,5.58,6.7,49.45,7246,5,20.65,95.29,93048.4
18-07-2022 23:52,6.14,6.7,49.45,7246,5,20.65,95.49,93042.37
18-07-2022 23:57,6.7,6.7,49.45,7353,5,20.65,95.53,93036.89
19-07-2022 00:02,0.55,6.7,56.15,7246,4.416666667,20.67,95.45,93029.39
19-07-2022 00:07,1.11,6.7,56.15,7246,4.416666667,20.67,95.25,93025.35
19-07-2022 00:12,1.67,6.7,56.15,7246,4.416666667,20.67,95.1,93025.19
19-07-2022 00:17,2.23,6.7,56.15,7246,4.416666667,20.65,94.88,93020.42
19-07-2022 00:22,2.79,6.7,56.15,7246,4.416666667,20.64,94.74,93018.94
19-07-2022 00:27,3.35,6.7,56.15,7246,4.416666667,20.63,94.77,93009.25
19-07-2022 00:32,3.91,6.7,56.15,7246,4.416666667,20.62,94.8,93001.56
19-07-2022 00:37,4.47,6.7,56.15,7246,4.416666667,20.62,95.15,92999.55
19-07-2022 00:42,5.02,6.7,56.15,7353,4.416666667,20.65,94.87,92993.71
19-07-2022 00:47,5.58,6.7,56.15,7353,4.416666667,20.67,94.81,92995.17
19-07-2022 00:52,6.14,6.7,56.15,7353,4.416666667,20.61,94.84,92987.11
19-07-2022 00:57,6.7,6.7,56.15,7246,4.416666667,20.63,95,92989.32
19-07-2022 01:02,0.55,6.7,62.86,7246,5,20.62,94.68,92985.82
19-07-2022 01:07,1.11,6.7,62.86,7246,5,20.64,94.78,92981.81
19-07-2022 01:12,1.67,6.7,62.86,7246,5,20.67,94.51,92969.01
19-07-2022 01:17,2.23,6.7,62.86,7246,5,20.7,94.52,92967.92
19-07-2022 01:22,2.79,6.7,62.86,7246,5,20.68,94.48,92958.24
19-07-2022 01:27,3.35,6.7,62.86,7246,5,20.62,94.7,92948.15
19-07-2022 01:32,3.91,6.7,62.86,7246,5,20.6,94.69,92943.74
19-07-2022 01:37,4.47,6.7,62.86,7246,5,20.57,94.72,92938.06
19-07-2022 01:42,5.02,6.7,62.86,7246,5,20.54,94.55,92936.92
19-07-2022 01:47,5.58,6.7,62.86,7246,5,20.5,94.76,92940.03
19-07-2022 01:52,6.14,6.7,62.86,7246,5,20.57,94.83,92929.82
19-07-2022 01:57,6.7,6.7,62.86,7246,5,20.55,94.52,92916.67
19-07-2022 02:02,0.55,6.7,69.57,7246,4.833333333,20.59,94.48,92915.39
19-07-2022 02:07,1.11,6.7,69.57,7246,4.833333333,20.59,94.69,92903.87
19-07-2022 02:12,1.67,6.7,69.57,7246,4.833333333,20.56,94.84,92891.25
19-07-2022 02:17,2.23,6.7,69.57,7246,4.833333333,20.54,94.83,92904
19-07-2022 02:22,2.79,6.7,69.57,7246,4.833333333,20.53,94.98,92893.03
19-07-2022 02:27,3.35,6.7,69.57,7246,4.833333333,20.51,94.78,92892.86
19-07-2022 02:32,3.91,6.7,69.57,7246,4.833333333,20.5,95.11,92889.17
19-07-2022 02:37,4.47,6.7,69.57,7246,4.833333333,20.5,95.26,92891.19
19-07-2022 02:42,5.02,6.7,69.57,7246,4.833333333,20.5,95.42,92888.64
19-07-2022 02:47,5.58,6.7,69.57,7246,4.833333333,20.45,95.73,92886.26
19-07-2022 02:52,6.14,6.7,69.57,7246,4.833333333,20.43,96.09,92889.35
19-07-2022 02:57,6.7,6.7,69.57,7246,4.833333333,20.38,96.04,92882.03
19-07-2022 03:02,0.55,6.7,76.27,7246,2.333333333,20.37,95.95,92872.32
19-07-2022 03:07,1.11,6.7,76.27,7353,2.333333333,20.35,96.12,92859.17
19-07-2022 03:12,1.67,6.7,76.27,7246,2.333333333,20.42,96.25,92865.01
19-07-2022 03:17,2.23,6.7,76.27,7246,2.333333333,20.4,96.1,92860.28
19-07-2022 03:22,2.79,6.7,76.27,7246,2.333333333,20.45,96.07,92862.11
19-07-2022 03:27,3.35,6.7,76.27,7246,2.333333333,20.47,95.95,92870.53
19-07-2022 03:32,3.91,6.7,76.27,7353,2.333333333,20.44,95.91,92861.92
19-07-2022 03:37,4.47,6.7,76.27,7246,2.333333333,20.43,95.87,92867.94
19-07-2022 03:42,5.02,6.7,76.27,7353,2.333333333,20.42,95.72,92865.95
19-07-2022 03:47,5.58,6.7,76.27,7246,2.333333333,20.45,95.46,92866.87
19-07-2022 03:52,6.14,6.7,76.27,7246,2.333333333,20.5,95.59,92863.75
19-07-2022 03:57,6.7,6.7,76.27,7246,2.333333333,20.47,95.56,92879.49
19-07-2022 04:02,0.55,6.7,82.98,7246,1,20.51,95.46,92881.89
19-07-2022 04:07,1.11,6.7,82.98,7246,1,20.46,95.3,92880.94
19-07-2022 04:12,1.67,6.7,82.98,7246,1,20.45,95.31,92879.3
19-07-2022 04:17,2.23,6.7,82.98,7353,1,20.45,95.28,92884.06
19-07-2022 04:22,2.79,6.7,82.98,7246,1,20.44,95.1,92878.38
19-07-2022 04:27,3.35,6.7,82.98,7246,1,20.45,95.16,92871.61
19-07-2022 04:32,3.91,6.7,82.98,7246,1,20.45,95.32,92877.09
19-07-2022 04:37,4.47,6.7,82.98,7246,1,20.43,95.38,92875.64
19-07-2022 04:42,5.02,6.7,82.98,7246,1,20.29,95.5,92859.88
19-07-2022 04:47,5.58,6.7,82.98,7246,1,20.14,96.1,92873.74
19-07-2022 04:52,6.14,6.7,82.98,7246,1,20.2,96.33,92872.82
19-07-2022 04:57,6.7,6.7,82.98,7246,1,20.25,96.36,92876.68
19-07-2022 05:02,0.55,6.7,89.68,7246,2.583333333,20.2,96.3,92886.54
19-07-2022 05:07,1.11,6.7,89.68,7246,2.583333333,20.2,96.31,92891.3
19-07-2022 05:12,1.67,6.7,89.68,7246,2.583333333,20.15,96.25,92907.36
19-07-2022 05:17,2.23,6.7,89.68,7246,2.583333333,20.11,96.5,92908.25
19-07-2022 05:22,2.79,6.7,89.68,7246,2.583333333,20.11,96.61,92906.78
19-07-2022 05:27,3.35,6.7,89.68,7246,2.583333333,20.06,96.77,92909.88
19-07-2022 05:32,3.91,6.7,89.68,7246,2.583333333,20.1,96.88,92915
19-07-2022 05:37,4.47,6.7,89.68,7246,2.583333333,20.17,96.69,92921.8
19-07-2022 05:42,5.02,6.7,89.68,7246,2.583333333,20.2,96.82,92917.99
19-07-2022 05:47,5.58,6.7,89.68,7246,2.583333333,20.2,96.83,92917.43
19-07-2022 05:52,6.14,6.7,89.68,7246,2.583333333,20.25,96.72,92921.28
19-07-2022 05:57,6.7,6.7,89.68,7246,2.583333333,20.31,96.65,92929.37
19-07-2022 06:02,0.55,6.7,96.39,7246,566.6363636,20.35,96.46,92932.47
19-07-2022 06:07,1.11,6.7,96.39,7246,566.6363636,20.4,96.36,92937.07
19-07-2022 06:12,1.67,6.7,96.39,7246,566.6363636,20.44,96.02,92930.5
19-07-2022 06:17,2.23,6.7,96.39,7246,566.6363636,20.44,96.24,92942.2
19-07-2022 06:22,2.79,6.7,96.39,7353,566.6363636,20.37,96.48,92941.45
19-07-2022 06:27,3.35,6.7,96.39,7246,566.6363636,20.37,96.81,92951.87
19-07-2022 06:32,3.91,6.7,96.39,7246,566.6363636,20.37,96.89,92946.37
19-07-2022 06:37,4.47,6.7,96.39,7246,566.6363636,20.45,96.98,92943.69
19-07-2022 06:42,5.02,6.7,96.39,7246,566.6363636,20.53,96.78,92958.7
19-07-2022 06:47,5.58,6.7,96.39,7246,566.6363636,20.59,96.68,92955.81
19-07-2022 06:52,6.14,6.7,96.39,7246,566.6363636,20.65,96.48,92967.56
19-07-2022 07:02,0.55,6.7,103.09,7246,4493.916667,20.86,95.72,92976.93
19-07-2022 07:08,1.11,6.7,103.09,7246,4493.916667,20.85,95.67,92980.97
19-07-2022 07:13,1.67,6.7,103.09,7246,4493.916667,20.87,95.76,92981.15
19-07-2022 07:18,2.23,6.7,103.09,7246,4493.916667,21.02,95.66,92992.88
19-07-2022 07:23,2.79,6.7,103.09,7246,4493.916667,21.19,94.75,92992.92
19-07-2022 07:28,3.35,6.7,103.09,7353,4493.916667,21.37,93.86,93000.27
19-07-2022 07:33,3.91,6.7,103.09,7246,4493.916667,21.48,93.32,93005.99
19-07-2022 07:38,4.47,6.7,103.09,7246,4493.916667,21.69,93.48,93007.82
19-07-2022 07:43,5.02,6.7,103.09,7246,4493.916667,21.92,91.68,93001.76
19-07-2022 07:48,5.58,6.7,103.09,7246,4493.916667,21.97,91.37,93005.61
19-07-2022 07:53,6.14,6.7,103.09,7246,4493.916667,22.01,91.6,93002.47
19-07-2022 07:58,6.7,6.7,103.09,7246,4493.916667,21.87,91.42,93017.71
19-07-2022 08:03,0.55,6.7,109.8,7246,9081.916667,21.93,91.64,93005.78
19-07-2022 08:08,1.11,6.7,109.8,7246,9081.916667,22.44,89.99,93014.52
19-07-2022 08:13,1.67,6.7,109.8,7246,9081.916667,23.3,86.72,93023.34
19-07-2022 08:18,2.23,6.7,109.8,7246,9081.916667,23.22,85.65,93025.22
19-07-2022 08:23,2.79,6.7,109.8,7246,9081.916667,23.11,86.95,93037.4
19-07-2022 08:28,3.35,6.7,109.8,7246,9081.916667,24.28,82.92,93045.03
19-07-2022 08:33,3.91,6.7,109.8,7246,9081.916667,24.2,82.28,93044.39
19-07-2022 08:38,4.47,6.7,109.8,7246,9081.916667,24.52,82.51,93057.36
19-07-2022 08:43,5.02,6.7,109.8,7246,9081.916667,24.86,80.16,93058.63
19-07-2022 08:48,5.58,6.7,109.8,7246,9081.916667,24.96,80.58,93065.7
19-07-2022 08:53,6.14,6.7,109.8,7246,9081.916667,24.85,80.32,93075.79
19-07-2022 08:58,6.7,6.7,109.8,7246,9081.916667,24.46,81.99,93079.11
19-07-2022 09:03,0.55,6.7,116.5,7246,11185.08333,23.47,85.37,93081.84
19-07-2022 09:08,1.11,6.7,116.5,7246,11185.08333,23.14,88.12,93094.32
19-07-2022 09:13,1.67,6.7,116.5,7246,11185.08333,22.86,91.39,93089.64
19-07-2022 09:18,2.23,6.7,116.5,7246,11185.08333,23.22,87.9,93092.82
19-07-2022 09:23,2.79,6.7,116.5,7246,11185.08333,23.23,88.51,93105.31
19-07-2022 09:28,3.35,6.7,116.5,7246,11185.08333,23.46,87.1,93112.74
19-07-2022 09:33,3.91,6.7,116.5,7246,11185.08333,23.65,86.05,93105.44
19-07-2022 09:38,4.47,6.7,116.5,7246,11185.08333,23.77,85.66,93116.06
19-07-2022 09:43,5.02,6.7,116.5,7353,11185.08333,23.86,85.03,93125.75
19-07-2022 09:48,5.58,6.7,116.5,7246,11185.08333,23.79,85.66,93120.47
19-07-2022 09:53,6.14,6.7,116.5,7246,11185.08333,23.57,85.24,93117.82
19-07-2022 09:58,6.7,6.7,116.5,7246,11185.08333,23.45,85.77,93116.76
19-07-2022 10:03,0.55,6.7,123.21,7246,10452.58333,23.87,85.63,93117.65
19-07-2022 10:08,1.11,6.7,123.21,7246,10452.58333,24.69,83.1,93120.13
19-07-2022 10:13,1.67,6.7,123.21,7246,10452.58333,25.31,79.74,93114.1
19-07-2022 10:18,2.23,6.7,123.21,7246,10452.58333,24.95,81.02,93120.79
19-07-2022 10:23,2.79,6.7,123.21,7246,10452.58333,24.26,83.28,93120.69
19-07-2022 10:28,3.35,6.7,123.21,7246,10452.58333,23.71,84.43,93123.81
19-07-2022 10:33,3.91,6.7,123.21,7246,10452.58333,23.31,87.8,93117.04
19-07-2022 10:38,4.47,6.7,123.21,7246,10452.58333,23.52,86.62,93127.01
19-07-2022 10:43,5.02,6.7,123.21,7246,10452.58333,23.54,85.82,93127.19
19-07-2022 10:48,5.58,6.7,123.21,7246,10452.58333,24.45,84.07,93133.4
19-07-2022 10:53,6.14,6.7,123.21,7353,10452.58333,26.37,75.5,93118.69
19-07-2022 10:58,6.7,6.7,123.21,7353,10452.58333,27.19,71.77,93118.41
19-07-2022 11:03,0.55,6.7,129.92,7353,8224,27.31,69.17,93107.45
19-07-2022 11:08,1.11,6.7,129.92,7463,8224,27,70.22,93104.51
19-07-2022 11:13,1.67,6.7,129.92,7246,8224,26.18,74.31,93106.85
19-07-2022 11:18,2.23,6.7,129.92,7463,8224,26.21,74.7,93105.69
19-07-2022 11:23,2.79,6.7,129.92,7353,8224,27.06,72.19,93098.69
19-07-2022 11:28,3.35,6.7,129.92,7463,8224,28.2,68.74,93094.8
19-07-2022 11:33,3.91,6.7,129.92,7353,8224,28.52,66.75,93092.76
19-07-2022 11:38,4.47,6.7,129.92,7353,8224,27.36,66.93,93102.17
19-07-2022 11:43,5.02,6.7,129.92,7463,8224,26.34,72.23,93094.06
19-07-2022 11:48,5.58,6.7,129.92,7463,8224,26.27,71.72,93092.31
19-07-2022 11:53,6.14,6.7,129.92,7353,8224,26.87,71.18,93089.8
19-07-2022 11:58,6.7,6.7,129.92,7353,8224,27.54,69.95,93094.41
19-07-2022 12:03,0.55,6.7,136.62,7353,5572.833333,28.04,69.07,93082.6
19-07-2022 12:08,1.11,6.7,136.62,7463,5572.833333,27.95,67.57,93081.31
19-07-2022 12:13,1.67,6.7,136.62,7353,5572.833333,28.14,66.66,93074.22
19-07-2022 12:18,2.23,6.7,136.62,7463,5572.833333,27.93,66.46,93071.4
19-07-2022 12:23,2.79,6.7,136.62,7463,5572.833333,27.18,69.91,93066.29
19-07-2022 12:28,3.35,6.7,136.62,7353,5572.833333,27.23,70.93,93061.2
19-07-2022 12:33,3.91,6.7,136.62,7353,5572.833333,27,72.97,93069.2
19-07-2022 12:38,4.47,6.7,136.62,7463,5572.833333,24.71,82.49,93081.07
19-07-2022 12:43,5.02,6.7,136.62,7246,5572.833333,24.25,85.24,93061.25
19-07-2022 12:48,5.58,6.7,136.62,7463,5572.833333,25,84.89,93056.25
19-07-2022 12:53,6.14,6.7,136.62,7353,5572.833333,25.68,82.4,93058.13
19-07-2022 12:58,6.7,6.7,136.62,7353,5572.833333,26.48,77.73,93048.9
19-07-2022 13:03,0.55,6.7,143.33,7353,2762.583333,26.81,75.72,93040.07
19-07-2022 13:08,1.11,6.7,143.33,7463,2762.583333,27.22,74.92,93034.06
19-07-2022 13:13,1.67,6.7,143.33,7353,2762.583333,27.81,69.69,93031.82
19-07-2022 13:18,2.23,6.7,143.33,7463,2762.583333,27.7,70.31,93028.22
19-07-2022 13:23,2.79,6.7,143.33,7353,2762.583333,27.95,68.83,93014.7
19-07-2022 13:28,3.35,6.7,143.33,7353,2762.583333,28.34,66.76,93001.93
19-07-2022 13:33,3.91,6.7,143.33,7463,2762.583333,27.64,69.16,92985.61
19-07-2022 13:39,4.47,6.7,143.33,7353,2762.583333,26.98,72.17,92977.63
19-07-2022 13:44,5.02,6.7,143.33,7353,2762.583333,27.42,70.36,92973.74
19-07-2022 13:49,5.58,6.7,143.33,7353,2762.583333,27.18,70,92960.94
19-07-2022 13:54,6.14,6.7,143.33,7353,2762.583333,27.29,70.42,92959.62
19-07-2022 13:59,6.7,6.7,143.33,7353,2762.583333,27.22,68.48,92955.7
19-07-2022 14:04,0.55,6.7,150.03,7463,658.9166667,27.4,67.16,92958.99
19-07-2022 14:09,1.11,6.7,150.03,7353,658.9166667,28.09,65.98,92967
19-07-2022 14:14,1.67,6.7,150.03,7353,658.9166667,28.47,64.58,92953.59
19-07-2022 14:19,2.23,6.7,150.03,7353,658.9166667,28.82,63.46,92954.46
19-07-2022 14:24,2.79,6.7,150.03,7353,658.9166667,29.04,61.09,92943.26
19-07-2022 14:29,3.35,6.7,150.03,7463,658.9166667,28.98,60.58,92938.65
19-07-2022 14:34,3.91,6.7,150.03,7463,658.9166667,28.92,61.49,92948.67
19-07-2022 14:39,4.47,6.7,150.03,7353,658.9166667,29.2,62.97,92945.62
19-07-2022 14:44,5.02,6.7,150.03,7353,658.9166667,28.87,62.35,92940.07
19-07-2022 14:49,5.58,6.7,150.03,7463,658.9166667,28.62,64.04,92939.87
19-07-2022 14:54,6.14,6.7,150.03,7353,658.9166667,28.36,64.38,92938.15
19-07-2022 14:59,0.55,6.14,153.66,7353,658.9166667,28.34,64.72,92928.97
19-07-2022 15:05,1.11,6.14,153.66,7353,5582,28.61,62.95,92916.93
19-07-2022 15:11,1.67,6.14,153.66,7353,5582,28.67,65.16,92915.99
19-07-2022 15:17,2.23,6.14,153.66,7463,5582,28.95,62.65,92917.61
19-07-2022 15:23,2.79,6.14,153.66,7463,5582,29.2,61.88,92903.91
19-07-2022 15:29,3.35,6.14,153.66,7353,5582,28.21,64.1,92895.59
19-07-2022 15:35,3.91,6.14,153.66,7353,5582,28.29,64.54,92885.74
19-07-2022 15:41,4.47,6.14,153.66,7463,5582,29.04,62.47,92870.86
19-07-2022 15:47,5.02,6.14,153.66,7353,5582,28.9,62.63,92861.78
19-07-2022 15:53,5.58,6.14,153.66,7353,5582,27.19,67.28,92860.42
19-07-2022 15:59,0.55,5.58,152.55,7353,5582,26.43,70.82,92856.67
19-07-2022 16:05,1.11,5.58,152.55,7353,2547.375,27.04,70.36,92847.05
19-07-2022 16:11,1.67,5.58,152.55,7353,2547.375,28.68,62.88,92842.27
19-07-2022 16:17,2.23,5.58,152.55,7353,2547.375,27.59,65.03,92844.46
19-07-2022 16:23,2.79,5.58,152.55,7463,2547.375,27.21,67.03,92835.78
19-07-2022 16:35,3.91,5.58,152.55,7353,2547.375,26.86,67.13,92840.26
19-07-2022 16:47,5.02,5.58,152.55,7353,2547.375,27.12,67.2,92835.05
19-07-2022 16:53,5.58,5.58,152.55,7353,2547.375,28.18,62.49,92835
19-07-2022 16:59,0.55,5.58,151.43,7353,2547.375,28.46,61.69,92836.05
19-07-2022 17:05,1.11,5.58,151.43,7353,6623.8,27.9,61.88,92849.95
19-07-2022 17:11,1.67,5.58,151.43,7463,6623.8,27.4,62.69,92857.7
19-07-2022 17:17,2.23,5.58,151.43,7463,6623.8,26.8,64.9,92854.44
19-07-2022 17:23,2.79,5.58,151.43,7246,6623.8,25.89,67.66,92868.07
19-07-2022 17:29,3.35,5.58,151.43,7246,6623.8,25.17,71.6,92875.89
19-07-2022 17:35,3.91,5.58,151.43,7246,6623.8,24.73,72.75,92872.64
19-07-2022 17:41,4.47,5.58,151.43,7246,6623.8,24.36,75.42,92885.45
19-07-2022 17:47,5.02,5.58,151.43,7353,6623.8,24.1,77.5,92903.59
19-07-2022 17:53,5.58,5.58,151.43,7246,6623.8,24.01,80.01,92911.05
19-07-2022 17:59,0.55,5.58,150.31,7246,6623.8,23.8,78.78,92917.84
19-07-2022 18:05,1.11,5.58,150.31,7246,3188.666667,23.71,81.28,92927.29
19-07-2022 18:11,1.67,5.58,150.31,7246,3188.666667,23.46,83,92922.55
19-07-2022 18:23,2.79,5.58,150.31,7353,3188.666667,22.79,87.43,92936.22
19-07-2022 18:29,3.35,5.58,150.31,7246,3188.666667,22.55,87.87,92927.32
19-07-2022 18:35,3.91,5.58,150.31,7246,3188.666667,22.31,88.42,92934.95
19-07-2022 18:41,4.47,5.58,150.31,7246,3188.666667,22.15,89.46,92939.74
19-07-2022 18:47,5.02,5.58,150.31,7246,3188.666667,21.98,90.32,92939.05
19-07-2022 18:53,5.58,5.58,150.31,7246,3188.666667,21.89,91.25,92940.91
19-07-2022 18:59,0.55,5.58,149.19,7246,3188.666667,21.79,91.37,92931.02
19-07-2022 19:11,1.67,5.58,149.19,7246,20.66666667,21.6,92.38,92939.67
